"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000261553",221.210334882004,1.460692130629,0.238863047875674,6.11518668801913,9.64439910311302e-10,1.41425468448049e-05
"STK17B",2014.0395344655,0.493593781039319,0.0901300900617698,5.47645942327407,4.3392021762729e-08,0.000318150303564329
"FCAMR",40.7711052099845,1.30060085843509,0.242783398290749,5.35704198718535,8.45954672274611e-08,0.00041350264380783
"ZNF331",231.90351305262,0.78344570012206,0.150191992559955,5.21629473561527,1.82537646322165e-07,0.000535346409133646
"UGCG",1400.76414178288,0.430286367483074,0.0819604801482498,5.24992492363116,1.52161212670191e-07,0.000535346409133646
"RASSF2",553.21101346676,0.575823214356064,0.11198634940913,5.14190539645465,2.71966061901352e-07,0.000542063833297683
"WIPF1",854.259257492716,0.400720741966791,0.0773741505096892,5.17900021295368,2.23078215053175e-07,0.000542063833297683
"FADS3",90.910217927387,0.600387402391897,0.117122450039695,5.12615132443363,2.95724949971458e-07,0.000542063833297683
"DENND4A",803.836957355326,0.247277917411396,0.0485899337730416,5.0890770620599,3.59810384431138e-07,0.000555778746205228
"MIR222HG",255.572474572779,1.51823071626459,0.299172809027127,5.07476171113842,3.87981897770453e-07,0.000555778746205228
"SNN",137.07382523046,0.458179249753857,0.0905301131524659,5.061070110254,4.16909861446911e-07,0.000555778746205228
"RGS13",67.8506626829893,1.31308710695161,0.260586149229538,5.0389750600097,4.68031461935695e-07,0.00057193444648542
"REL",865.463051072646,0.461830957173035,0.0927548676960938,4.97904820139681,6.38977290294267e-07,0.000720766383451933
"MRPL15",815.948095715128,-0.26560541456625,0.0535566389867456,-4.95933687384645,7.07342151511901e-07,0.000740890379269322
"FOXO1",901.750593906737,0.348622686262473,0.0722915121296921,4.82245668948021,1.41800825624977e-06,0.000912146634224675
"PHACTR1",104.284642576164,0.556230400549417,0.114554557137496,4.85559382750519,1.20026503936078e-06,0.000912146634224675
"EEF1A1P13",39.8723606057911,1.04882023323312,0.216567149406128,4.8429331785047,1.27936322954282e-06,0.000912146634224675
"SWAP70",778.284062386756,0.381261177767435,0.0788281473742527,4.83661218063796,1.32070749902994e-06,0.000912146634224675
"DUSP2",120.946117547523,1.09290799748868,0.223528407421485,4.88934722031947,1.01170907213953e-06,0.000912146634224675
"ENSG00000274322",102.540933459745,0.73244073182704,0.153238918219332,4.77973050409227,1.7553032292053e-06,0.000912146634224675
"NFATC2",371.382367113455,0.580344860499066,0.120063477002376,4.83365029056739,1.34051989804403e-06,0.000912146634224675
"RELT",114.961577364,0.53295493818202,0.110710251453372,4.81396195190185,1.47966991554986e-06,0.000912146634224675
"NFATC1",105.47445441912,0.720650038133012,0.150058159037519,4.80247154007018,1.56719099555077e-06,0.000912146634224675
"S1PR2",85.4488603106361,0.639476472412962,0.133505087322747,4.78990340545626,1.66861618653138e-06,0.000912146634224675
"CD72",68.139658433054,1.03290542591371,0.216349803417537,4.77423787587312,1.80389064324302e-06,0.000912146634224675
"NCOA3",1341.30420436645,0.22605759394077,0.0470578419208992,4.80382407507672,1.55663612865036e-06,0.000912146634224675
"CYLD",1174.74294376185,0.277081593737954,0.0572119093759992,4.84307544985015,1.27844714381618e-06,0.000912146634224675
"ENSG00000272913",41.73189863797,-0.650657513839609,0.135108207482172,-4.8158252260542,1.46592790622901e-06,0.000912146634224675
"ZNF165",159.776353899932,0.730948066883088,0.152741849090144,4.78551275395195,1.70551355038952e-06,0.000912146634224675
"RAB8B",648.073244472918,0.276590541455118,0.0581244725458726,4.75859013149459,1.94949838716655e-06,0.000952914811647011
"P2RY10",181.477131939128,0.642402000280364,0.135437955376957,4.74314602943025,2.10424468676088e-06,0.00099537561569876
"STAP1",64.0122402786139,0.899801760038223,0.190583473011397,4.72130004674863,2.3434193725658e-06,0.0010484393230616
"MCL1",9649.31853454318,0.53871146520844,0.114135809788427,4.71991626648156,2.35941746188167e-06,0.0010484393230616
"RFTN1",408.504312681513,0.517643176695794,0.109999149531295,4.70588344456722,2.52768912595218e-06,0.00105902952408465
"ARL14",1307.06060969253,0.876704894777354,0.186126631989263,4.71026035021107,2.47400552321097e-06,0.00105902952408465
"C16orf54",103.939408481685,0.620154618687112,0.13285264702694,4.66798842601426,3.04163029946762e-06,0.00123076153884833
"DOCK2",655.309007613822,0.398678562650417,0.0855858161527828,4.65823170908038,3.18937114540621e-06,0.00123076153884833
"PCF11",1611.55404940695,0.227524657464609,0.0488192124354977,4.66055567293769,3.15356844328595e-06,0.00123076153884833
"DTX1",65.1153409166562,0.950889943773156,0.205327527053923,4.63108847321496,3.63748388212195e-06,0.00130097716213259
"KIAA0040",807.83134574617,0.483481617431305,0.104321747645207,4.63452375314493,3.57760155380566e-06,0.00130097716213259
"TGIF2",117.039914455107,0.3919283064964,0.0845835817316212,4.63362154300779,3.59323632611408e-06,0.00130097716213259
"PDE4B",447.779447946659,0.736197640629556,0.159474669479966,4.61639232757299,3.90468461931493e-06,0.00136329274422938
"KBTBD2",802.161375663823,0.24848671276747,0.0540708931492394,4.59557255844895,4.31562580975718e-06,0.00147172876451812
"RABAC1",864.334300854137,-0.218656845941092,0.047645404017854,-4.58925368455592,4.44833557137558e-06,0.00148250892769663
"VNN2",96.200688968634,0.731673232807767,0.159844715870326,4.57740019007784,4.70790290396452e-06,0.00150079756921165
"P2RY8",158.373801423917,0.613316116900768,0.133867125260511,4.58152900278712,4.61588572550606e-06,0.00150079756921165
"SEMA4A",200.499483982646,0.540118021821348,0.11830201853816,4.56558584963725,4.98101294568729e-06,0.00152169945490747
"RASGRP1",137.861733212208,0.608414038975358,0.133158633706348,4.56909193223687,4.89841899421441e-06,0.00152169945490747
"TAGAP",273.696938589106,0.520195384577397,0.114578244583513,4.54008862213139,5.62305884879896e-06,0.00168278642773037
"KRTCAP3",400.168123621355,-0.261376632172144,0.0577355742359612,-4.52713315197864,5.97892696988408e-06,0.0017534997017276
"TMEM156",83.1343776058833,0.656075688034014,0.14544261140416,4.51089045844271,6.45560535536512e-06,0.00185617641041322
"PTPRC",2451.81378642806,0.511099693874067,0.113419865291756,4.50626257189902,6.59794351749255e-06,0.0018606200719329
"ENSG00000260711",207.920394342588,0.683610281765311,0.152026597371013,4.49664922840439,6.90327342323473e-06,0.00190999248072291
"KLF3",4128.43637675042,0.395957063697999,0.0881628866101394,4.49119894915578,7.0823355731186e-06,0.00192324757118909
"MAP4K2",157.958025637656,0.437496824143996,0.097778730005973,4.47435576343926,7.66420418059639e-06,0.00200692660900474
"ICOS",55.2448616685009,0.875313982665683,0.195554606346648,4.47605913774318,7.60334322711312e-06,0.00200692660900474
"WDR24",114.296281333042,-0.243151188177124,0.0544192031177711,-4.46811372174836,7.89123534563751e-06,0.00203012412470927
"IL21R",70.2676620603363,0.912238738598344,0.204719146987846,4.45604992019874,8.34836001144004e-06,0.00204033918679594
"OTUD1",432.849665643656,0.639468974275268,0.14332252066438,4.46174803032331,8.12937806799652e-06,0.00204033918679594
"ERRFI1",1690.0608338913,0.726472654835115,0.162900359693528,4.45961357115394,8.21075562217234e-06,0.00204033918679594
"TMED8",510.340323536311,0.31718013048138,0.071313166648717,4.44770784115904,8.67914661300023e-06,0.00205835442100851
"SLC2A3",488.607443795477,0.845446866138129,0.190110976869935,4.44712283350448,8.7028078356879e-06,0.00205835442100851
"TRIB1",2108.57573858937,0.702568033073129,0.158648225164802,4.42846449963945,9.490633590174e-06,0.00220905795184622
"ODC1",2332.85992647517,0.553388630965411,0.125064365236983,4.42483060555899,9.6517987992097e-06,0.00221146839986892
"ATM",1895.17574532052,0.29792448586638,0.0674098630572798,4.41959785043958,9.88847405375003e-06,0.00223083974652601
"HOXB5",209.601107588875,-0.496416819819714,0.112541264957879,-4.41097600960421,1.02905720246511e-05,0.00228637800256794
"LNPEP",2086.80672235517,0.193826176722672,0.0440467948794267,4.40046040247084,1.08021439127884e-05,0.00236421848264372
"CRLF3",427.850353584053,0.32368362481544,0.0736306161959161,4.39604666561779,1.10240243599605e-05,0.00237729842962442
"SLC25A25",518.396129545202,0.555168757864632,0.126623839700843,4.38439364322118,1.16309289980418e-05,0.00243651346896121
"TUT4",531.333745681658,0.26565520247914,0.0605900641030648,4.3844680874946,1.16269525150362e-05,0.00243651346896121
"CHMP2A",2146.07114693945,-0.199578438820336,0.0455531530942604,-4.38122117271136,1.18015998874539e-05,0.00243744592605104
"USP34",3133.46553232762,0.159013711664604,0.0364682764674911,4.36032977336765,1.29866577024209e-05,0.00264494928539306
"HAND2",58.9257126313144,-0.80324015966614,0.184488364198497,-4.35387978616315,1.33749069390263e-05,0.00265068858345574
"STK17A",778.392357106672,0.406436831373538,0.0933743229448286,4.35276871151919,1.34428949795868e-05,0.00265068858345574
"CLTA",1925.23850053172,-0.153436058590809,0.035265247430115,-4.35091399528311,1.35571224603915e-05,0.00265068858345574
"LINC01843",111.708840694176,-0.415727269183532,0.0956995148640695,-4.34408962024547,1.39854416657671e-05,0.0026984541656159
"PIKFYVE",922.644887972611,0.22070638153304,0.0508491921737165,4.3404107734699,1.42216608722261e-05,0.00270839526013406
"MAP3K14",274.726963230831,0.393007854647811,0.0906776112280469,4.33412227478543,1.46342822710608e-05,0.00275124506695944
"RLF",682.212278309054,0.259811820417291,0.0600504574876339,4.32655855237729,1.51457072587588e-05,0.00281135001572707
"MAFK",705.887810778101,0.344741337013181,0.0797699385454713,4.32169490536423,1.54835191602053e-05,0.00283812906206564
"UBR5",2327.8031808313,0.16184378589887,0.0375298905769253,4.31239695642432,1.61494153466217e-05,0.00286018215014356
"LCK",195.06917834659,0.712464963678934,0.165268911434704,4.31094364629141,1.62559333657501e-05,0.00286018215014356
"ANKRD44",582.30235074345,0.341301754582093,0.0792347041751937,4.307478120035,1.65126423992777e-05,0.00286018215014356
"MME",117.32802073328,0.974923406614903,0.226379448560783,4.3065897227554,1.65790700192446e-05,0.00286018215014356
"PIGA",337.824049208398,0.253058203004077,0.058759364266672,4.30668721764252,1.6571767667788e-05,0.00286018215014356
"NUGGC",142.6204215694,0.68665305495968,0.159546064033375,4.30379188054454,1.67899395250548e-05,0.00286287992087678
"NR2F2",569.203089317856,-0.27407892786629,0.0637556423437224,-4.2988968158875,1.7165035738618e-05,0.00289319636863327
"IER3",2555.57378241252,0.954458433010454,0.222501183375148,4.28967800769486,1.78932348698452e-05,0.00292914405801434
"CEP85L",242.652150205575,0.359934781314215,0.0839059103688711,4.28974287665616,1.788800950122e-05,0.00292914405801434
"NEIL1",233.943756865654,0.464170169938442,0.108232646721389,4.28863364242865,1.79775617308573e-05,0.00292914405801434
"PLEKHG2",228.83787360542,0.429483384551667,0.100363294761882,4.27928741847948,1.87492617155291e-05,0.00302130960215955
"ARIH1",1287.2401512746,0.162766839294346,0.0380907790387822,4.27312970229947,1.92748260709497e-05,0.00303623833009918
"ENSG00000277701",244.369644747774,0.51161798269636,0.119789840706497,4.27096304393543,1.94630662185845e-05,0.00303623833009918
"CHD1",1968.66726702497,0.227237452804412,0.0531568622401573,4.27484699487672,1.91268601338129e-05,0.00303623833009918
"IL10RA",573.581789374915,0.39589110484117,0.0928172512113025,4.2652750396573,1.99656095066531e-05,0.00308184945058486
"ARF5",1306.63277997142,-0.121609933889671,0.0285836065749452,-4.25453427547061,2.09484570543807e-05,0.00319987681505665
"IKZF3",591.017931184256,0.781271143200653,0.18432802380695,4.23848271719601,2.25035502901051e-05,0.00340198001499074
"WAPL",1410.66821126932,0.14540723305873,0.0344049259960555,4.22634924648291,2.37513265316179e-05,0.00355397400264943
"CD28",118.38160238592,0.727424903840185,0.172340873554248,4.22084958047524,2.43383306221015e-05,0.00360502303275249
"MALT1",852.568525820163,0.242795098673134,0.0576102988231028,4.21443914774086,2.50399652095962e-05,0.00367186049833519
"ENSG00000225889",37.315801873209,0.567847968475295,0.135132537092934,4.20215575531428,2.64385115848112e-05,0.00383855776118486
"MYBL1",99.6234259889638,0.763194313969719,0.181853093770827,4.1967628823049,2.70757146239699e-05,0.00389253214946956
"MTND1P23",1493.13284830238,2.49972964400811,0.596100312289008,4.19347145518046,2.74717659901556e-05,0.00391112598523923
"PLOD3",674.266869445023,-0.199500604924143,0.0475992473874841,-4.19125544780357,2.7741510173304e-05,0.00391155293443586
"CYTH1",1609.89452174902,0.238512750182707,0.0569817669516603,4.1857731506474,2.84197073778963e-05,0.00396901513323306
"BTK",224.221822266707,0.399191517457727,0.0955436359764569,4.17810682394474,2.93945598390174e-05,0.00402842827550796
"PASK",254.246435672417,0.329905128946775,0.078929667406611,4.17973545038836,2.91848411458365e-05,0.00402842827550796
"VAMP8",1809.11508200687,-0.211159028971272,0.0508162716957899,-4.15534280506389,3.24800190425708e-05,0.00420886920306738
"TMEM204",119.598670214943,-0.454491380668676,0.109627925679351,-4.14576284146805,3.38684237562705e-05,0.00420886920306738
"STK10",636.880039675613,0.255928911587639,0.0617042312539864,4.14767198920584,3.35873137889841e-05,0.00420886920306738
"SIRT1",498.093860474149,0.378788577317831,0.0912999920841712,4.14883472244574,3.34171960735576e-05,0.00420886920306738
"BASP1",339.714090679661,0.499542635651527,0.120000003744499,4.16285516719768,3.14292734392779e-05,0.00420886920306738
"SETX",3074.40543975865,0.20004088450904,0.0481325866933777,4.15603852299428,3.23813248492923e-05,0.00420886920306738
"RABEP1",1097.27720072879,0.164036939734451,0.0395535001941389,4.14721678054571,3.36541384714919e-05,0.00420886920306738
"DAD1",1504.23258823881,-0.180974892553425,0.0436339479796595,-4.14757089222797,3.36021439402861e-05,0.00420886920306738
"BATF",43.3780843170313,0.582769508426606,0.140254667653714,4.15508102636166,3.25172287782714e-05,0.00420886920306738
"PIK3CD",185.053934105431,0.563945558593695,0.136011552072321,4.14630632472918,3.37881725613981e-05,0.00420886920306738
"MRPL12",978.832215600673,-0.322416928983978,0.0774171728833768,-4.16466937470935,3.11804080709173e-05,0.00420886920306738
"GPR183",392.513610102636,0.608803743276331,0.146938972927505,4.14324213070888,3.42430069665402e-05,0.00421965927863316
"LPXN",381.413070213841,0.335545114470404,0.0810628063392873,4.13932270079554,3.48332685097079e-05,0.00425662541188631
"KIAA1109",4537.49824797694,0.218886618294458,0.05290477337863,4.13736992554388,3.51309482556078e-05,0.00425752252248126
"AKIRIN1",1131.89457876424,0.222614552173964,0.0538889009373217,4.13099076622266,3.6120309219786e-05,0.00434154274097493
"RAPGEF6",890.346179547143,0.251956167724608,0.0610220472363863,4.12893665708368,3.64444779470281e-05,0.00434489288305057
"MED13",2745.42465251301,0.139627459068363,0.03389691274441,4.11917923384892,3.80224315378538e-05,0.00449645916186361
"LINC00543",81.7931460491352,-0.521272682433055,0.126681208264368,-4.11483825876701,3.87450997526102e-05,0.00450919160930378
"MAP4K1",135.486682018842,0.555584204342655,0.134983751090452,4.11593395393465,3.85614725520423e-05,0.00450919160930378
"ENSG00000280138",702.61317784466,0.602747395955555,0.147221342566696,4.09415771821598,4.23705831067551e-05,0.00489230102895635
"RASGRP3",280.544932287808,0.518377566211811,0.126791071666186,4.08843903123234,4.34285651994272e-05,0.00497528500065938
"NDEL1",850.272567310326,0.33844233605527,0.0828345308413741,4.08576390326129,4.39320340805383e-05,0.00499394843222491
"MKKS",749.719081662102,-0.182473158758331,0.0447043332090174,-4.08177788728374,4.46924985962522e-05,0.00502096576278555
"DOCK8",867.680435614123,0.350615928929925,0.0859155451745257,4.08093702039248,4.48545086555446e-05,0.00502096576278555
"CD53",843.021388716302,0.374695632901132,0.091890325753597,4.07763961905929,4.54952106084913e-05,0.00505410430577967
"GATA6",617.128585697055,-0.268711002633001,0.0660431307489008,-4.06871993477494,4.72721268510172e-05,0.00513574849767273
"PPP1R15A",1121.10441561303,0.658348527326322,0.161723249203167,4.07083416002397,4.68450910174747e-05,0.00513574849767273
"PER2",689.782596405923,0.589618970851367,0.144916631054653,4.06867704942024,4.72808270039429e-05,0.00513574849767273
"MLST8",365.312643024137,-0.243650684819578,0.0599442441736802,-4.06462185282766,4.81103991990351e-05,0.00514956856828212
"CREM",263.687348279588,0.492910249816893,0.121257377408095,4.06499184093342,4.80341423280905e-05,0.00514956856828212
"TIGIT",111.406950274543,0.750655750901673,0.184807092770621,4.06183409764133,4.86886745364382e-05,0.00517370089421978
"RUBCN",427.455347301496,0.221211994700996,0.0545416863460564,4.05583342798478,4.99558526341355e-05,0.00523251873590687
"AMMECR1L",445.609625458445,0.23115699426689,0.0569908892279022,4.05603417315548,4.99129599726137e-05,0.00523251873590687
"TCIM",2364.64043830146,0.939643003647695,0.231813118208701,4.05345051612538,5.04676789331685e-05,0.00524863860904952
"SOX13",354.706169048704,-0.254026351185418,0.0627495754674023,-4.04825609246364,5.16006695284572e-05,0.00527787382371045
"AFF4",2755.91964420019,0.195478085179834,0.0482670452129369,4.0499285654934,5.12332699437258e-05,0.00527787382371045
"PIK3AP1",533.059919805231,0.428458369672591,0.105864742499936,4.04722440686853,5.18285481870093e-05,0.00527787382371045
"MIEN1",599.970772550811,-0.241886774280148,0.0597912443137417,-4.04552166552848,5.22067368553533e-05,0.00527972130515104
"FRMD4B",998.794380293108,0.400380261936072,0.099050629463617,4.04217786503961,5.29570374556935e-05,0.00531891778938554
"LIMD2",267.571841612472,0.625724400361502,0.155014834308251,4.03654529680194,5.42440564546373e-05,0.00541112138674014
"NMI",476.512152683286,-0.266066540075378,0.0659992645277629,-4.03135613675597,5.54559374721059e-05,0.00547601650374845
"NABP1",769.042092840405,0.424281446898373,0.105265835498799,4.03057121893277,5.56414661114647e-05,0.00547601650374845
"SENP5",743.579387969222,0.200885505338616,0.0499782481995112,4.01945871605361,5.83320016345146e-05,0.00562750310505606
"TMEM131L",291.241073179528,0.493824250687975,0.122774423131106,4.02220786784425,5.76551404376572e-05,0.00562750310505606
"TNKS2",1294.36035946985,0.15897332288346,0.0395489343302368,4.01966135309789,5.82818551237485e-05,0.00562750310505606
"GLIPR1",458.582395682396,0.274728188889616,0.0686065715420772,4.00440049275924,6.21749551182036e-05,0.00592034767437232
"PTGS2",228.500446470845,1.06875522643944,0.26683560865546,4.00529461500555,6.19402323826102e-05,0.00592034767437232
"CR1",201.770241387124,0.655106762157076,0.163674086226412,4.00250752737279,6.26746731638694e-05,0.00592942843403214
"SGTB",128.931294300841,0.254548324074747,0.0636661928779791,3.99817096905115,6.38338378547779e-05,0.00596216177262716
"HBEGF",912.700755260685,1.24335279038954,0.31094574599657,3.99861649949459,6.37138184539647e-05,0.00596216177262716
"TENT4A",416.648682642438,0.233627680539041,0.0584878521722404,3.99446503610755,6.48404886114894e-05,0.00601785395568912
"UHMK1",2829.19496173135,0.160817589260254,0.0404136312679748,3.97929075449579,6.91211654903851e-05,0.00633495481719379
"CORO1A",954.573713181146,0.541705451149316,0.136128445364263,3.97936999647486,6.90981323282665e-05,0.00633495481719379
"TSC22D2",720.746956698055,0.433964840733381,0.109200208948757,3.97402939894578,7.06668348089926e-05,0.00639665719530288
"GRAP",62.6919016741393,0.66683363748531,0.167755464753661,3.97503376992527,7.0369270423344e-05,0.00639665719530288
"RLIM",1035.89991132814,0.145588541415847,0.0366517274068121,3.97221500094393,7.12074052525151e-05,0.00640604534124467
"CD79B",146.388069102954,0.893224125257553,0.22496372399514,3.97052515576623,7.17143833118512e-05,0.00641231534685967
"TNFRSF10B",673.678693056948,0.304266047240523,0.0768147889117515,3.96103473759563,7.46256741745523e-05,0.00663218718845839
"UCHL3",424.932060181341,-0.184859726823736,0.0467170626297847,-3.95700663564146,7.58948233484818e-05,0.00663886293955286
"DOK3",161.985399805064,0.423470126514562,0.107031367885632,3.95650485348427,7.60543438012816e-05,0.00663886293955286
"SH2B2",43.3441876458112,0.565205139740517,0.142855182707499,3.95649026537451,7.60589862141898e-05,0.00663886293955286
"ITGAL",355.66111799519,0.551772763850485,0.139594337214947,3.95268729992153,7.72783968694373e-05,0.0067053870514404
"GTF3C6",662.773625817092,-0.193605089862897,0.0491041700818828,-3.94274232799484,8.05551891812663e-05,0.00691434123885116
"NR4A3",154.302535878873,1.33286522201001,0.338074350710175,3.94252098454121,8.0629593006243e-05,0.00691434123885116
"INTS6",1033.27458786773,0.193709418460725,0.0491993525142121,3.93723511716478,8.24258373899847e-05,0.00702728185748102
"HDAC2",1301.03153304935,-0.126812258266495,0.0322274959509189,-3.93490882628996,8.32282847756495e-05,0.00705467958352673
"PTCD2",174.165491453614,-0.22901295225445,0.0583693927563561,-3.92351096079394,8.72677931204944e-05,0.0073226949067545
"OTULIN",573.255538971873,0.208542501070991,0.0531565384001581,3.92317685363746,8.73889531288896e-05,0.0073226949067545
"KLF6",6408.68849232672,0.402154867902174,0.102561961431828,3.92109181891457,8.81486643915672e-05,0.00734438644680649
"KCNK3",29.9387492708153,-0.661823797742098,0.169030693962084,-3.91540602614195,9.02521936163291e-05,0.00744493569346061
"IRAG2",459.846619048096,0.63568230471726,0.162399793994889,3.91430487120731,9.06650223864017e-05,0.00744493569346061
"ATP8A1",3078.74816866831,0.263501983543088,0.0673274614187915,3.91373709910207,9.08785794550907e-05,0.00744493569346061
"SP140",198.288263131524,0.570257864253845,0.145786221028556,3.91160330674973,9.16854221352087e-05,0.00746930572328167
"C3orf52",636.863496928283,0.354339772639331,0.0907697147180107,3.90372244465172,9.47244071410189e-05,0.00766330808439864
"ZC2HC1C",70.0644258507461,-0.334322318964841,0.085663606177288,-3.90273459038058,9.51119797709051e-05,0.00766330808439864
"HERC1",1943.97794858139,0.190207343227045,0.0490012596951826,3.88168272428605,0.000103736163138174,0.00831249779376059
"EMB",570.114186316402,0.410943443208018,0.105949970580108,3.87865556694333,0.00010503534795297,0.0083708605564258
"CHSY1",392.537546712134,0.239141899455951,0.0616961709704192,3.87612222435344,0.000106134385640797,0.00837738602510588
"EMC7",690.249559726208,-0.182972047732518,0.0472084239884031,-3.87583469800782,0.000106259806374093,0.00837738602510588
"ARHGAP9",226.784901922067,0.430893400875488,0.111266047634634,3.8726404867945,0.000107662580222622,0.00839768125736449
"RAB19",144.098081200772,-0.316656377695278,0.0817528195016366,-3.87333892122142,0.000107354370371892,0.00839768125736449
"WDR26",1750.91409392561,0.168422921325268,0.0435326036242115,3.86889152735161,0.000109331264893163,0.00843807193891231
"CCDC88A",593.610423588249,0.260698173221541,0.0673685854606286,3.86972906494968,0.00010895636861106,0.00843807193891231
"PAK1",1964.76831044366,-0.148003373466738,0.0383430984070815,-3.8599742747812,0.000113398962576365,0.00866084576676985
"RC3H2",1344.31837113806,0.138523596202883,0.0358871583756208,3.85997672908496,0.00011339782363226,0.00866084576676985
"CRY2",469.634425742274,0.265476991112479,0.0688266825512629,3.85718127435169,0.000114702098567195,0.00871498224554064
"ANKRD13B",26.5667068036734,-0.446890238675684,0.115907146635476,-3.85558830191152,0.000115451646737298,0.00872671622554508
"PYHIN1",68.4715997335329,0.518303012553697,0.134651179774547,3.84922741428271,0.000118490961368438,0.00888373216939509
"ITSN2",1410.72251437845,0.14508897641584,0.037698061066286,3.84871190485698,0.000118740555455635,0.00888373216939509
"RASA2",732.712673662274,0.284488941258492,0.0740073744720305,3.84406207203051,0.000121014375347066,0.00900789238624052
"ETV3",754.292052078917,0.287618079232177,0.0750668058926068,3.83149483732734,0.00012736704752363,0.00916523088203934
"SEPTIN1",186.607232775471,0.512375172981816,0.133736399745584,3.8312319903672,0.000127503211943264,0.00916523088203934
"MAP3K2",2159.15395961049,0.159934704993025,0.0417236353908355,3.83319199046003,0.000126491153552228,0.00916523088203934
"HELZ",1374.94218203905,0.149976061473117,0.0390968201421976,3.83601686601734,0.000125045824179035,0.00916523088203934
"SKIL",1668.57244273959,0.41820971071035,0.109003476888235,3.83666395466592,0.000124716943964938,0.00916523088203934
"NAB1",833.273409070912,0.257236141930815,0.067130462688555,3.83188394103935,0.000127165729040958,0.00916523088203934
"BRAF",839.304195963031,0.174777693050776,0.0455720803118222,3.83519233387807,0.000125466073901862,0.00916523088203934
"POGK",915.997823600562,0.156869709806252,0.0410078736262457,3.82535586302267,0.000130583318856225,0.00929550382382371
"SNX29",316.864269328775,0.234394690445238,0.0612600933925533,3.82622156553439,0.000130125178295304,0.00929550382382371
"DDX5",12233.2713915849,0.187688345497966,0.0491146540602146,3.82143270861402,0.000132678618882189,0.00936290370244001
"ALDOA",11701.3026754476,-0.221307598498958,0.0579158243304929,-3.82119396654152,0.000132807144715461,0.00936290370244001
