"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000149781.13",748.207654282967,0.397969187407503,0.0795528857925231,5.00257386571019,5.65698954775236e-07,0.00881641821017206
"ENSG00000101307.16",404.425451033612,0.512073146371767,0.111933427004473,4.57480093369521,4.76672996907033e-06,0.0190406206677972
"ENSG00000160410.15",1078.73145521748,0.271599728436159,0.0594364101912357,4.56958499953633,4.88690937896624e-06,0.0190406206677972
"ENSG00000279281.1",634.668479118765,0.266323299128567,0.057758514983467,4.6109789907999,4.00777045272327e-06,0.0190406206677972
"ENSG00000136143.16",746.561033750965,-0.258869535047985,0.057300679904582,-4.51773932663728,6.25033641624248e-06,0.0192543865019065
"ENSG00000137393.10",831.21650432665,0.680043514402499,0.152871064402374,4.44847765704404,8.64810429986174e-06,0.0192543865019065
"ENSG00000158717.11",1013.85345069271,0.459364563575311,0.103221648749837,4.45027345657503,8.57610181342634e-06,0.0192543865019065
"ENSG00000129667.13",2214.77702934817,0.330377170121677,0.0765177065146909,4.31765646371336,1.57694617579536e-05,0.0273074512775231
"ENSG00000197774.14",2223.12476095106,0.309116351932178,0.071556795914475,4.31987413608675,1.56118217299324e-05,0.0273074512775231
"ENSG00000156218.13",2369.15146772594,-0.320426724392449,0.0751929059168168,-4.26139567936005,2.03154180724796e-05,0.0305020210975058
"ENSG00000239855.1",672.651933351965,0.882596022241953,0.207746979972232,4.24841806297219,2.15285359045598e-05,0.0305020210975058
"ENSG00000106683.15",1486.76206962988,0.224706343955181,0.0534306811782623,4.20556764390644,2.60427679262724e-05,0.0338230448442463
"ENSG00000196109.9",439.416622289997,-0.241682366281064,0.0579462481007864,-4.17080266975531,3.03528616352983e-05,0.0363884114297019
"ENSG00000154556.18",2814.53864156923,-0.601164306110526,0.149590882289516,-4.01872291218286,5.85144345256093e-05,0.0536439683577424
"ENSG00000166986.15",2156.5175760884,0.282110759527149,0.0700845736040863,4.02529037446695,5.69050529657463e-05,0.0536439683577424
"ENSG00000262246.6",2368.04456797636,0.198149300789198,0.0492699959406116,4.02170320915067,5.77788310340488e-05,0.0536439683577424
"ENSG00000280287.1",1669.73343553716,0.165384733758433,0.0409361330368795,4.04006733145599,5.34358584987886e-05,0.0536439683577424
"ENSG00000075213.11",695.467728816798,-0.746193782923536,0.188589521386114,-3.95670860946614,7.59895299944875e-05,0.0563950869030518
"ENSG00000183889.12",2998.34104267034,-0.257039027507183,0.0647304397887132,-3.97091427690256,7.15973396332817e-05,0.0563950869030518
"ENSG00000186407.7",635.53062386799,0.581396993298361,0.146710618808235,3.96288283711967,7.40501274540654e-05,0.0563950869030518
"ENSG00000287335.1",40801.5467646994,0.781231368275335,0.195851807968286,3.98889025523746,6.63831221737867e-05,0.0563950869030518
"ENSG00000107758.16",1426.17368315473,-0.207717003281389,0.0527250356605644,-3.93962755414028,8.16082036589588e-05,0.0564585729023306
"ENSG00000143126.8",585.287151899302,-0.415592932872275,0.106043395826408,-3.91908359434847,8.88862844285702e-05,0.0564585729023306
"ENSG00000143889.16",1036.57708394876,-0.273118655715688,0.0701030564945258,-3.89595931151753,9.7810809647926e-05,0.0564585729023306
"ENSG00000171310.11",998.932984116607,0.400698011466146,0.101872983993762,3.93330985073217,8.37841221457772e-05,0.0564585729023306
"ENSG00000183508.5",5677.38816757283,0.431791565376318,0.110781005575999,3.8977039712832,9.71090211008709e-05,0.0564585729023306
"ENSG00000211597.2",576.056695691285,0.74026038620491,0.189963897906826,3.89684773981631,9.74528436083116e-05,0.0564585729023306
"ENSG00000064547.14",454.038101115808,0.35517150854371,0.0919505327796035,3.86263676573818,0.000112169730054072,0.0582721747630905
"ENSG00000153558.16",594.444752222525,-0.277264096285898,0.0717801521496834,-3.86268471133522,0.000112147709926821,0.0582721747630905
"ENSG00000285943.1",506.326087594907,-0.309014091373316,0.0797331035941137,-3.87560595842814,0.000106359683838174,0.0582721747630905
"ENSG00000153551.14",523.142073084505,0.399324660574478,0.103624032213008,3.85359121862418,0.000116397869630737,0.0585180902643561
"ENSG00000064652.11",341.112414457621,-0.332572102000064,0.0872925859427887,-3.80985507999535,0.000139048272926116,0.0656687070773795
"ENSG00000213949.10",5391.57977160649,-0.338986499143298,0.0888029597513082,-3.81728829864034,0.00013492647461487,0.0656687070773795
"ENSG00000066382.17",289.478436477028,-0.716181137435568,0.19467143765844,-3.67892252736193,0.00023422139820231,0.0699869698367225
"ENSG00000085265.12",1149.78582997922,0.498556750663958,0.132479687547121,3.76326937279822,0.000167706387760694,0.0699869698367225
"ENSG00000100219.17",7392.21783645793,0.522459483660615,0.14180432529609,3.68436916553646,0.000229269752705578,0.0699869698367225
"ENSG00000102524.12",262.257779648749,0.388029435106469,0.104243426899229,3.72233959155595,0.000197385305614889,0.0699869698367225
"ENSG00000136895.19",576.554395771316,-0.331035352873284,0.0899005573338597,-3.68223916169877,0.000231194366463782,0.0699869698367225
"ENSG00000142512.15",1077.99142895994,0.271505249491319,0.0738331530415638,3.67728098160019,0.000235733328852482,0.0699869698367225
"ENSG00000144712.12",245.412912470635,-0.587919028494805,0.159985239566296,-3.67483294139257,0.000238005094728668,0.0699869698367225
"ENSG00000148219.18",4304.73280514312,-0.189053294453684,0.05084995403916,-3.71786559154197,0.000200913110580973,0.0699869698367225
"ENSG00000163704.12",378.393636923927,0.21888722296358,0.0593623846817892,3.68730508615718,0.000226641571996824,0.0699869698367225
"ENSG00000169660.17",1058.83503364166,0.227160698131026,0.0615442637257422,3.69101333543147,0.00022336242547573,0.0699869698367225
"ENSG00000172915.20",3169.85540791433,-0.312166551046605,0.0830466675671258,-3.75892928869523,0.000170642052405476,0.0699869698367225
"ENSG00000186283.14",1288.17401427891,0.178874414653244,0.0475434585035142,3.76233493068289,0.000168334409053493,0.0699869698367225
"ENSG00000197140.15",3024.22140850172,-0.177436594434061,0.0480964414360602,-3.68918342264358,0.000224974982240503,0.0699869698367225
"ENSG00000198838.14",2255.83052343591,-1.01171318584454,0.269621770721356,-3.75234233918785,0.000175190007845208,0.0699869698367225
"ENSG00000203747.12",672.564032276336,0.935255586095848,0.247791279651205,3.77436844190937,0.000160413533777082,0.0699869698367225
"ENSG00000211598.2",3776.17628910683,0.609923930718898,0.163158643302428,3.73822629542436,0.000185323102641678,0.0699869698367225
"ENSG00000211893.4",35628.1309834111,1.09244640626299,0.291755398799619,3.74439140032261,0.000180831571235426,0.0699869698367225
"ENSG00000241956.11",3832.19656671418,-0.24802710594234,0.0670566066887716,-3.69877210001847,0.000216645015350025,0.0699869698367225
