"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000100368.15",1408.33601263769,0.561904012359492,0.0822555691633245,6.83119718305991,8.42088902360634e-12,2.08299110887926e-07
"ENSG00000185215.11",4540.63004115212,0.650959407714482,0.0982877651357837,6.62299531193111,3.51992189005667e-11,4.35343939362209e-07
"ENSG00000075618.18",476.345213330166,0.561396888385941,0.0948843024587702,5.91664663003539,3.28571558349325e-09,1.3780943411807e-05
"ENSG00000132205.11",994.129479402985,0.452790488008364,0.0768955131806587,5.8883863216385,3.89984653471253e-09,1.3780943411807e-05
"ENSG00000140678.17",2996.46555389445,0.583231839950056,0.0968917847536693,6.01941476702925,1.75048800371214e-09,1.3780943411807e-05
"ENSG00000162551.14",190.098706116039,0.89609008491661,0.151483857119943,5.91541634833802,3.31037121919952e-09,1.3780943411807e-05
"ENSG00000183484.12",520.388289315291,0.372228621097906,0.0630634987611779,5.9024416407269,3.58160831390588e-09,1.3780943411807e-05
"ENSG00000172724.12",226.473245998485,1.1750870072891,0.201866775713718,5.8211015811516,5.84610229833287e-09,1.80761483064452e-05
"ENSG00000140511.12",408.133657621429,0.750989828640493,0.129457740593864,5.80104229531169,6.59039728450847e-09,1.81133408032891e-05
"ENSG00000000938.13",564.390065406821,0.7204642609259,0.126528616737596,5.69408154062137,1.24037798674489e-08,3.06819898801217e-05
"ENSG00000105639.20",2392.6415563936,0.376428662276393,0.0672848696636926,5.59455140743947,2.21192925381065e-08,4.41577199971282e-05
"ENSG00000148926.10",559.950628940459,0.754859261474778,0.135128911308114,5.5862158154563,2.32070811757223e-08,4.41577199971282e-05
"ENSG00000160255.18",1823.27686849814,0.517434910922544,0.0925297091313542,5.59209486099215,2.24346184477615e-08,4.41577199971282e-05
"ENSG00000162415.7",896.823340860916,-0.404794659208238,0.0738234378561883,-5.48328106849748,4.17508881795144e-08,7.37678550006049e-05
"ENSG00000288928.1",796.337278143505,0.352410485458011,0.067223277262751,5.24238775328623,1.58511821235176e-07,0.000261396560671554
"ENSG00000066336.12",580.177360646776,0.497060612642453,0.0957759268526089,5.1898282687192,2.10488117014845e-07,0.000306272591910542
"ENSG00000167207.14",327.881216631842,0.698943952238761,0.134417047159782,5.19981629568104,1.99485589515489e-07,0.000306272591910542
"ENSG00000085265.12",1133.49330741759,0.640270741484179,0.123969037964526,5.1647633312069,2.4074333408949e-07,0.000330834839557646
"ENSG00000255398.3",312.506446146546,2.53297298451673,0.492010940336299,5.14820459639656,2.62991550511149e-07,0.00034238731544441
"ENSG00000236653.3",471.886129662377,0.314602382806986,0.0616764378134021,5.10085202648691,3.38127848226541e-07,0.000418196522686585
"ENSG00000185947.15",798.797506360398,0.304373198008559,0.0600906853420261,5.06523093015361,4.07905558871254e-07,0.000480473900201873
"ENSG00000182541.18",2995.08757125638,0.300082288710008,0.0596216658743853,5.0331080876244,4.82590842550917e-07,0.000528558496804707
"ENSG00000205795.5",159.40735119206,-0.507373962186584,0.100877280641603,-5.02961577631326,4.91463673451983e-07,0.000528558496804707
"ENSG00000069424.16",2336.83679623483,0.3451188976939,0.0691768916996066,4.98893328703669,6.07136075348605e-07,0.000607276215075642
"ENSG00000125538.12",478.794016701651,1.82022903989007,0.365006712089424,4.98683717203571,6.13757494214547e-07,0.000607276215075642
"ENSG00000131203.13",647.803803740624,0.689258401538427,0.138670580261926,4.97047319075562,6.67896966639979e-07,0.000635426898723327
"ENSG00000115956.10",1559.90554722328,1.07477479751685,0.2168392942167,4.95654997125552,7.17559183624412e-07,0.000657390517264202
"ENSG00000141504.12",1013.78039080314,-0.342594396096479,0.0694943840135407,-4.92981412756642,8.2307889784332e-07,0.000727131414894727
"ENSG00000106333.13",549.464754925169,0.505070238638147,0.10340851077347,4.8842231152963,1.03837443571896e-06,0.000828555807804653
"ENSG00000110876.10",504.101490105903,0.378245704668443,0.0773650474435382,4.88910324710252,1.01296360181636e-06,0.000828555807804653
"ENSG00000148584.15",2719.48144887606,-0.341979563691573,0.0698485161787205,-4.89601758778317,9.77983170816294e-07,0.000828555807804653
"ENSG00000090402.8",19286.1931785539,-0.580808448296881,0.120225576944157,-4.83098907120783,1.35856462443437e-06,0.000988395722059077
"ENSG00000137462.9",1049.40851373142,0.597585723767671,0.123657801216055,4.83257601130695,1.34777626218908e-06,0.000988395722059077
"ENSG00000154451.15",2147.27534514519,0.947609483586655,0.196136462727483,4.83137847195343,1.35590973035865e-06,0.000988395722059077
"ENSG00000262583.2",657.905791684913,-0.582762577432312,0.120972984338709,-4.8172952053547,1.45517320085869e-06,0.00102843326561259
"ENSG00000141526.18",2085.08900574982,0.499203914281756,0.103943444738415,4.80264932086924,1.56579971868119e-06,0.00104680059030535
"ENSG00000163734.4",161.04352401232,1.03496019039427,0.215494391737629,4.80272447950461,1.56521189943397e-06,0.00104680059030535
"ENSG00000224397.8",346.615889010291,0.46417900804626,0.0971459575525814,4.77816081842641,1.7690586916944e-06,0.00115156409994086
"ENSG00000289085.1",422.703000407254,0.209715704643309,0.043973263956766,4.7691639367389,1.84992073047049e-06,0.00117332408176713
"ENSG00000129667.13",2030.09697538495,0.271227212951018,0.056964808251072,4.76131178666636,1.92338626813028e-06,0.00118271334306528
"ENSG00000229023.1",174.69444828991,0.946882003973499,0.199030609902253,4.75746923771438,1.9603511912062e-06,0.00118271334306528
"ENSG00000126262.5",421.251682298401,0.42066588397358,0.0885842510026786,4.74876605279262,2.04661522186488e-06,0.00120535890781071
"ENSG00000165092.13",2716.78041493095,-0.307798682284226,0.06505446053137,-4.73140011876361,2.22976524098853e-06,0.00128268541863005
"ENSG00000114013.16",285.541309092994,0.477949707851501,0.101143212828937,4.72547484387167,2.2957825538076e-06,0.00129064721024965
"ENSG00000075420.13",4656.03675135093,0.26591024125673,0.0563625255250026,4.71785532638653,2.38343882645426e-06,0.00131014984024828
"ENSG00000122679.8",308.203942682573,0.529298646564983,0.112887983596381,4.68870671352795,2.74937097321026e-06,0.00142199034996155
"ENSG00000149781.13",739.936671727393,0.319856155931742,0.0682292206280279,4.68796437930215,2.75936031687235e-06,0.00142199034996155
"ENSG00000160883.11",393.00472540432,0.627769604460403,0.133789596786107,4.69221538550591,2.70262373581001e-06,0.00142199034996155
"ENSG00000227039.7",295.000066002996,0.670268411196245,0.143683898653624,4.66488185159874,3.08794408924896e-06,0.00155884459166658
"ENSG00000091106.19",127.148525129732,0.732212701127582,0.157641004752244,4.64481117890843,3.4038763139834e-06,0.00168396569005387
"ENSG00000243818.6",367.860008276755,0.225735677720852,0.0486852361496066,4.63663516034267,3.54126663589727e-06,0.00168455329818375
"ENSG00000280604.1",227.381727177431,0.457781460065823,0.0986699969972239,4.63952036077089,3.49218730271641e-06,0.00168455329818375
"ENSG00000138796.18",3228.11960806006,-0.319004051204409,0.0688683111103311,-4.63208761854702,3.6199688216492e-06,0.00168950092023235
"ENSG00000127507.18",1285.1461904522,0.385599687300161,0.0840703967466938,4.58662861389821,4.5046094680396e-06,0.00206344481113755
"ENSG00000182782.8",215.205698366472,1.72821283409276,0.377710835042821,4.57549181478162,4.75102542864319e-06,0.00213675209096214
"ENSG00000028137.19",2548.55169863638,0.266327747948795,0.0583996774875299,4.56043182782412,5.10485334782466e-06,0.00221532723529458
