"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PASK",251.846407531354,0.402423776007523,0.0747430104615949,5.38409910869592,7.28083805689525e-08,0.0010055565440378
"WIPF1",837.103223464447,0.345456567061996,0.0732482657606483,4.71624226832669,2.40240351257031e-06,0.0110598649707028
"STK17B",1888.1272361651,0.40284581764428,0.0846528216711016,4.75879964414466,1.94747624067263e-06,0.0110598649707028
"TMEM156",78.6647433649752,0.599408642196848,0.130405316476262,4.59650463948655,4.29637411657654e-06,0.0148343057310096
"MUC17",1694.80515127275,1.51079411792373,0.354435345553517,4.26253796884829,2.02118142624943e-05,0.0310161518643677
"PLEKHG2",222.603756185218,0.429771836148473,0.100640193681781,4.2703796607088,1.95140491845866e-05,0.0310161518643677
"KMT2A",1694.8532765051,0.186791188512748,0.0426549506422427,4.3791209625211,1.19158980719694e-05,0.0310161518643677
"TAGAP",261.741222184887,0.459754951100203,0.107236725659797,4.28729008901997,1.80866033824297e-05,0.0310161518643677
"PARP1",1514.49459881225,0.256346906483434,0.0594708634248387,4.31046216114575,1.62913704806613e-05,0.0310161518643677
"DUSP2",110.913715552999,0.74652158679051,0.181478169565296,4.11356136431556,3.89601412805699e-05,0.0448398759354959
"TNFRSF1B",560.338802477047,0.296801238745333,0.0719536491012144,4.12489487958886,3.70904122542688e-05,0.0448398759354959
"TUT4",517.887349070652,0.244454820135925,0.0592937092242969,4.12277834080507,3.74329870804482e-05,0.0448398759354959
"PHACTR1",99.8787738137903,0.436143118821842,0.107876050531852,4.04300228522979,5.27711061200184e-05,0.0476562084969224
"DOK3",161.528394654295,0.483484099587847,0.120730835313075,4.00464469854858,6.21107633730073e-05,0.0476562084969224
"RFTN1",390.798894236694,0.408071315832111,0.101643979700417,4.01471210626394,5.95183988570657e-05,0.0476562084969224
"S1PR2",81.5883935659492,0.572442950275552,0.140749789871127,4.06709630472409,4.76025741183463e-05,0.0476562084969224
"NCOA3",1302.53467430129,0.174023390535331,0.0432374151983144,4.02483334716354,5.70156779212296e-05,0.0476562084969224
"MOB3A",507.72219068106,0.288301128455458,0.0710416907302279,4.05819632798783,4.94531857858771e-05,0.0476562084969224
"FBXO41",79.0270578526469,0.449130450200307,0.1128918669854,3.97841281390442,6.93768418872459e-05,0.0477320099446804
"BASP1",332.143547150293,0.44846003858249,0.113128796538712,3.96415459461757,7.36565099281095e-05,0.0477320099446804
"IL16",539.294324199052,0.442870623770364,0.111932993625493,3.95656909929637,7.60339018740836e-05,0.0477320099446804
"SECISBP2",1277.57291977625,0.14057301292467,0.0353422843125454,3.9774738859981,6.96512692261139e-05,0.0477320099446804
"IL10RA",555.822034515379,0.431215805162158,0.110060620040797,3.9179845161904,8.92924403573964e-05,0.0528758802367586
"DYNLT1",1003.51485005883,-0.167960964191253,0.0429449202360754,-3.91107873219796,9.18848110695971e-05,0.0528758802367586
"P2RY10",170.080552879979,0.512826844139582,0.131807977102215,3.89071174153513,9.99506142528658e-05,0.0535861093236445
"SNX29",308.564922269888,0.268019322519678,0.0689267124187339,3.88846810060293,0.000100878925669014,0.0535861093236445
"TMED8",494.316562420085,0.268659391951275,0.0693128549577914,3.87603990796336,0.000106170278269753,0.0543080634512427
"RUBCN",419.783487710192,0.26544122578204,0.069057433411494,3.84377485042559,0.000121156167669048,0.058253867278091
"FGD3",179.91108573089,0.355120132308443,0.0924447956121406,3.84142914651872,0.0001223200456929,0.058253867278091
"CLDND1",903.953259931332,0.196376047916227,0.0518174729460524,3.78976504934301,0.000150789840728645,0.0694186163434438
"PELO",245.558676841137,-0.25461357593871,0.0674865295606349,-3.77280588580194,0.000161421876628708,0.0719160496167448
"LPXN",372.772335034538,0.26568232311408,0.0720588805687576,3.68701707571726,0.000226898137057594,0.0786062177588444
"ZNF331",214.950255800828,0.496367135296044,0.136181557152088,3.64489249261338,0.000267503601090847,0.0786062177588444
"RASSF2",515.301974442998,0.406520950027297,0.110842940384379,3.66754029275632,0.000244894968689223,0.0786062177588444
"PYROXD2",92.3431998591435,0.600845695419441,0.162218635873308,3.70392521293731,0.000212288868041093,0.0786062177588444
"PRDM15",208.441800646594,0.346958377565942,0.0950747930655269,3.64932035483699,0.000262935040244416,0.0786062177588444
"KLHL6",553.670450246767,0.429301393421609,0.117394591678917,3.65690946475441,0.000255274491691059,0.0786062177588444
"ENSG00000274322",97.9399623254963,0.60168509182707,0.162807359644485,3.69568730271741,0.000219292741375319,0.0786062177588444
"INPP4A",542.171407914304,0.223595977062263,0.0605796675981003,3.6909409695948,0.000223425989145544,0.0786062177588444
"PPP1R15A",1082.19490578091,0.574164617154071,0.155108882509813,3.70168753628759,0.000214170269906271,0.0786062177588444
"PTPN6",689.695073068758,0.198686149111337,0.0543437428050149,3.65609983515897,0.000256081656595624,0.0786062177588444
"PIK3AP1",506.248886887876,0.35603174536715,0.0974075466096153,3.6550735313562,0.000257108276004059,0.0786062177588444
"C16orf54",98.7632407317132,0.579620875250474,0.158418079571325,3.65880508600352,0.000253393963900421,0.0786062177588444
"ITGA4",1013.85916770851,0.276955403871632,0.0759784357206212,3.64518433743516,0.000267200206670847,0.0786062177588444
"BTK",215.465859635229,0.296070858267638,0.0802581071131062,3.68898381630645,0.000225151538942771,0.0786062177588444
"OSBPL3",417.857045208397,0.262804209712799,0.0718385343833935,3.65826240705643,0.000253930990366565,0.0786062177588444
"PGRMC1",2407.65015781637,-0.134602736878395,0.0363574154253646,-3.70220862246686,0.000213730755841568,0.0786062177588444
"RARS1",1433.63486745961,-0.171433159891228,0.0473341763975915,-3.62176281364327,0.000292602338847917,0.080485287685152
"CEP164",243.667544258981,0.19378924671099,0.0537147115619255,3.60774992689998,0.000308863966933101,0.080485287685152
"RNF44",769.755613970077,0.205145788325729,0.0567742895064324,3.61335720991254,0.000302257840605628,0.080485287685152
